QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
3120,Count the Number of Special Characters I,count-the-number-of-special-characters-i,Easy,65.71257434,False,"hash-table,string",algorithms
112,Path Sum,path-sum,Easy,51.30542798,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
367,Valid Perfect Square,valid-perfect-square,Easy,43.83796025,False,"math,binary-search",algorithms
2880,Select Data,select-data,Easy,79.34091887,False,,
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy,54.1142976,False,"array,dynamic-programming",algorithms
338,Counting Bits,counting-bits,Easy,78.81890311,False,"dynamic-programming,bit-manipulation",algorithms
2888,Reshape Data: Concatenate,reshape-data-concatenate,Easy,90.62872374,False,,
342,Power of Four,power-of-four,Easy,48.40467332,False,"math,bit-manipulation,recursion",algorithms
2887,Fill Missing Data,fill-missing-data,Easy,71.85493258,False,,
3099,Harshad Number,harshad-number,Easy,82.93430069,False,math,algorithms
344,Reverse String,reverse-string,Easy,78.98870248,False,"two-pointers,string",algorithms
345,Reverse Vowels of a String,reverse-vowels-of-a-string,Easy,54.19529844,False,"two-pointers,string",algorithms
125,Valid Palindrome,valid-palindrome,Easy,48.65704815,False,"two-pointers,string",algorithms
2886,Change Data Type,change-data-type,Easy,87.26204787,False,,
349,Intersection of Two Arrays,intersection-of-two-arrays,Easy,75.17407935,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,Easy,58.65043434,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
2885,Rename Columns,rename-columns,Easy,85.35355737,False,,
2884,Modify Columns,modify-columns,Easy,92.022619,False,,
2883,Drop Missing Data,drop-missing-data,Easy,64.05891947,False,,
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,longest-strictly-increasing-or-strictly-decreasing-subarray,Easy,57.12631975,False,array,algorithms
2882,Drop Duplicate Rows,drop-duplicate-rows,Easy,85.53032348,False,,
2881,Create a New Column,create-a-new-column,Easy,90.14743202,False,,
387,First Unique Character in a String,first-unique-character-in-a-string,Easy,62.53108382,False,"hash-table,string,queue,counting",algorithms
2889,Reshape Data: Pivot,reshape-data-pivot,Easy,82.29617192,False,,
2859,Sum of Values at Indices With K Set Bits,sum-of-values-at-indices-with-k-set-bits,Easy,86.73595992,False,"array,bit-manipulation",algorithms
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy,76.06070761,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
415,Add Strings,add-strings,Easy,51.64324144,False,"math,string,simulation",algorithms
2828,Check if a String Is an Acronym of Words,check-if-a-string-is-an-acronym-of-words,Easy,83.19749376,False,"array,string",algorithms
3151,Special Array I,special-array-i,Easy,75.72036758,False,array,algorithms
83,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,Easy,53.35452752,False,linked-list,algorithms
2824,Count Pairs Whose Sum is Less than Target,count-pairs-whose-sum-is-less-than-target,Easy,87.41669508,False,"array,two-pointers,binary-search,sorting",algorithms
3158,Find the XOR of Numbers Which Appear Twice,find-the-xor-of-numbers-which-appear-twice,Easy,81.99063766,False,"array,hash-table,bit-manipulation",algorithms
2815,Max Pair Sum in an Array,max-pair-sum-in-an-array,Easy,58.49262969,False,"array,hash-table",algorithms
414,Third Maximum Number,third-maximum-number,Easy,35.5803782,False,"array,sorting",algorithms
3162,Find the Number of Good Pairs I,find-the-number-of-good-pairs-i,Easy,86.72574577,False,"array,hash-table",algorithms
3168,Minimum Number of Chairs in a Waiting Room,minimum-number-of-chairs-in-a-waiting-room,Easy,80.54374631,False,"string,simulation",algorithms
434,Number of Segments in a String,number-of-segments-in-a-string,Easy,36.35247809,False,string,algorithms
3174,Clear Digits,clear-digits,Easy,72.8136363,False,"string,stack,simulation",algorithms
70,Climbing Stairs,climbing-stairs,Easy,53.11125007,False,"math,dynamic-programming,memoization",algorithms
2806,Account Balance After Rounded Purchase,account-balance-after-rounded-purchase,Easy,53.07992086,False,math,algorithms
69,Sqrt(x),sqrtx,Easy,39.3248427,False,"math,binary-search",algorithms
67,Add Binary,add-binary,Easy,54.28286207,False,"math,string,bit-manipulation,simulation",algorithms
2810,Faulty Keyboard,faulty-keyboard,Easy,84.15407555,False,"string,simulation",algorithms
412,Fizz Buzz,fizz-buzz,Easy,72.93856279,False,"math,string,simulation",algorithms
3146,Permutation Difference between Two Strings,permutation-difference-between-two-strings,Easy,89.14970534,False,"hash-table,string",algorithms
88,Merge Sorted Array,merge-sorted-array,Easy,50.93964363,False,"array,two-pointers,sorting",algorithms
392,Is Subsequence,is-subsequence,Easy,48.08723254,False,"two-pointers,string,dynamic-programming",algorithms
3127,Make a Square with the Same Color,make-a-square-with-the-same-color,Easy,51.33270247,False,"array,matrix,enumeration",algorithms
2855,Minimum Right Shifts to Sort the Array,minimum-right-shifts-to-sort-the-array,Easy,58.17408704,False,array,algorithms
101,Symmetric Tree,symmetric-tree,Easy,57.48347805,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
2848,Points That Intersect With Cars,points-that-intersect-with-cars,Easy,75.47789461,False,"array,hash-table,prefix-sum",algorithms
100,Same Tree,same-tree,Easy,63.23713307,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
3131,Find the Integer Added to Array I,find-the-integer-added-to-array-i,Easy,82.25815775,False,array,algorithms
2843,  Count Symmetric Integers,count-symmetric-integers,Easy,74.54452023,False,"math,enumeration",algorithms
3136,Valid Word,valid-word,Easy,37.87429309,False,string,algorithms
401,Binary Watch,binary-watch,Easy,55.09063356,False,"backtracking,bit-manipulation",algorithms
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Easy,77.01544978,False,"stack,tree,depth-first-search,binary-tree",algorithms
2839,Check if Strings Can be Made Equal With Operations I,check-if-strings-can-be-made-equal-with-operations-i,Easy,47.3249463,False,string,algorithms
404,Sum of Left Leaves,sum-of-left-leaves,Easy,60.97580946,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
405,Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,Easy,49.23398462,False,"math,bit-manipulation",algorithms
3142,Check if Grid Satisfies Conditions,check-if-grid-satisfies-conditions,Easy,43.39810861,False,"array,matrix",algorithms
2833,Furthest Point From Origin,furthest-point-from-origin,Easy,64.9956888,False,"string,counting",algorithms
409,Longest Palindrome,longest-palindrome,Easy,55.36935377,False,"hash-table,string,greedy",algorithms
389,Find the Difference,find-the-difference,Easy,59.56415727,False,"hash-table,string,bit-manipulation,sorting",algorithms
2890,Reshape Data: Melt,reshape-data-melt,Easy,85.95182624,False,,
2891,Method Chaining,method-chaining,Easy,76.41467162,False,,
2894,Divisible and Non-divisible Sums Difference,divisible-and-non-divisible-sums-difference,Easy,89.26821285,False,math,algorithms
3024,Type of Triangle,type-of-triangle,Easy,38.37404378,False,"array,math,sorting",algorithms
225,Implement Stack using Queues,implement-stack-using-queues,Easy,65.12761681,False,"stack,design,queue",algorithms
183,Customers Who Never Order,customers-who-never-order,Easy,69.59337431,False,database,database
226,Invert Binary Tree,invert-binary-tree,Easy,77.77181606,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
228,Summary Ranges,summary-ranges,Easy,51.53149698,False,array,algorithms
182,Duplicate Emails,duplicate-emails,Easy,71.51510314,False,database,database
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy,70.1795273,False,database,database
2970,Count the Number of Incremovable Subarrays I,count-the-number-of-incremovable-subarrays-i,Easy,52.46151462,False,"array,two-pointers,binary-search,enumeration",algorithms
2965,Find Missing and Repeated Values,find-missing-and-repeated-values,Easy,75.98700543,False,"array,hash-table,math,matrix",algorithms
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy,66.94399175,False,"stack,design,queue",algorithms
234,Palindrome Linked List,palindrome-linked-list,Easy,54.08466974,False,"linked-list,two-pointers,stack,recursion",algorithms
2960,Count Tested Devices After Test Operations,count-tested-devices-after-test-operations,Easy,80.81967836,False,"array,simulation,counting",algorithms
3028,Ant on the Boundary,ant-on-the-boundary,Easy,74.76099426,False,"array,simulation,prefix-sum",algorithms
2956,Find Common Elements Between Two Arrays,find-common-elements-between-two-arrays,Easy,83.90966831,False,"array,hash-table",algorithms
2677,Chunk Array,chunk-array,Easy,83.61003179,False,,
175,Combine Two Tables,combine-two-tables,Easy,76.68366421,False,database,database
231,Power of Two,power-of-two,Easy,47.95655356,False,"math,bit-manipulation,recursion",algorithms
222,Count Complete Tree Nodes,count-complete-tree-nodes,Easy,67.10394455,False,"binary-search,bit-manipulation,tree,binary-tree",algorithms
2974,Minimum Number Game,minimum-number-game,Easy,85.96585718,False,"array,sorting,heap-priority-queue,simulation",algorithms
3019,Number of Changing Keys,number-of-changing-keys,Easy,80.98708387,False,string,algorithms
202,Happy Number,happy-number,Easy,56.76832958,False,"hash-table,math,two-pointers",algorithms
205,Isomorphic Strings,isomorphic-strings,Easy,45.68839997,False,"hash-table,string",algorithms
206,Reverse Linked List,reverse-linked-list,Easy,77.57671686,False,"linked-list,recursion",algorithms
3010,Divide an Array Into Subarrays With Minimum Cost I,divide-an-array-into-subarrays-with-minimum-cost-i,Easy,66.56267781,False,"array,sorting,enumeration",algorithms
3005,Count Elements With Maximum Frequency,count-elements-with-maximum-frequency,Easy,78.68234879,False,"array,hash-table,counting",algorithms
197,Rising Temperature,rising-temperature,Easy,48.75139144,False,database,database
3000,Maximum Area of Longest Diagonal Rectangle,maximum-area-of-longest-diagonal-rectangle,Easy,36.43556363,False,array,algorithms
196,Delete Duplicate Emails,delete-duplicate-emails,Easy,62.82875731,False,database,database
195,Tenth Line,tenth-line,Easy,33.61748816,False,shell,shell
3014,Minimum Number of Pushes to Type Word I,minimum-number-of-pushes-to-type-word-i,Easy,66.52000838,False,"math,string,greedy",algorithms
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,smallest-missing-integer-greater-than-sequential-prefix-sum,Easy,32.84955935,False,"array,hash-table,sorting",algorithms
193,Valid Phone Numbers,valid-phone-numbers,Easy,26.30294222,False,shell,shell
2980,Check if Bitwise OR Has Trailing Zeros,check-if-bitwise-or-has-trailing-zeros,Easy,70.87426326,False,"array,bit-manipulation",algorithms
217,Contains Duplicate,contains-duplicate,Easy,62.20480825,False,"array,hash-table,sorting",algorithms
191,Number of 1 Bits,number-of-1-bits,Easy,72.34922801,False,"divide-and-conquer,bit-manipulation",algorithms
190,Reverse Bits,reverse-bits,Easy,60.12167746,False,"divide-and-conquer,bit-manipulation",algorithms
219,Contains Duplicate II,contains-duplicate-ii,Easy,46.35979962,False,"array,hash-table,sliding-window",algorithms
242,Valid Anagram,valid-anagram,Easy,65.27453936,False,"hash-table,string,sorting",algorithms
3033,Modify the Matrix,modify-the-matrix,Easy,68.60888934,False,"array,matrix",algorithms
257,Binary Tree Paths,binary-tree-paths,Easy,64.63983092,False,"string,backtracking,tree,depth-first-search,binary-tree",algorithms
258,Add Digits,add-digits,Easy,67.1187867,False,"math,simulation,number-theory",algorithms
2923,Find Champion I,find-champion-i,Easy,73.73116082,False,"array,matrix",algorithms
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,Easy,73.36941576,False,"stack,tree,depth-first-search,binary-tree",algorithms
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Easy,70.7539456,False,"stack,tree,depth-first-search,binary-tree",algorithms
2917,Find the K-or of an Array,find-the-k-or-of-an-array,Easy,74.80945758,False,"array,bit-manipulation",algorithms
3074,Apple Redistribution into Boxes,apple-redistribution-into-boxes,Easy,67.32225183,False,"array,greedy,sorting",algorithms
2913,Subarrays Distinct Element Sum of Squares I,subarrays-distinct-element-sum-of-squares-i,Easy,82.87227222,False,"array,hash-table",algorithms
141,Linked List Cycle,linked-list-cycle,Easy,51.07800731,False,"hash-table,linked-list,two-pointers",algorithms
3079,Find the Sum of Encrypted Integers,find-the-sum-of-encrypted-integers,Easy,74.58818109,False,"array,math",algorithms
2908,Minimum Sum of Mountain Triplets I,minimum-sum-of-mountain-triplets-i,Easy,65.27175817,False,array,algorithms
136,Single Number,single-number,Easy,74.01712383,False,"array,bit-manipulation",algorithms
3083,Existence of a Substring in a String and Its Reverse,existence-of-a-substring-in-a-string-and-its-reverse,Easy,66.24787021,False,"hash-table,string",algorithms
326,Power of Three,power-of-three,Easy,47.01791262,False,"math,recursion",algorithms
2903,Find Indices With Index and Value Difference I,find-indices-with-index-and-value-difference-i,Easy,61.81341576,False,"array,two-pointers",algorithms
3090,Maximum Length Substring With Two Occurrences,maximum-length-substring-with-two-occurrences,Easy,63.89359699,False,"hash-table,string,sliding-window",algorithms
2900,Longest Unequal Adjacent Groups Subsequence I,longest-unequal-adjacent-groups-subsequence-i,Easy,62.17858619,False,"array,string,dynamic-programming,greedy",algorithms
2899,Last Visited Integers,last-visited-integers,Easy,66.28596423,False,"array,simulation",algorithms
3095,Shortest Subarray With OR at Least K I,shortest-subarray-with-or-at-least-k-i,Easy,41.20021726,False,"array,bit-manipulation,sliding-window",algorithms
303,Range Sum Query - Immutable,range-sum-query-immutable,Easy,64.88117381,False,"array,design,prefix-sum",algorithms
2798,Number of Employees Who Met the Target,number-of-employees-who-met-the-target,Easy,87.81711594,False,array,algorithms
3069,Distribute Elements Into Two Arrays I,distribute-elements-into-two-arrays-i,Easy,72.95183611,False,"array,simulation",algorithms
3065,Minimum Operations to Exceed Threshold Value I,minimum-operations-to-exceed-threshold-value-i,Easy,86.28047549,False,array,algorithms
171,Excel Sheet Column Number,excel-sheet-column-number,Easy,64.44989546,False,"math,string",algorithms
263,Ugly Number,ugly-number,Easy,42.15245215,False,math,algorithms
169,Majority Element,majority-element,Easy,65.19519651,False,"array,hash-table,divide-and-conquer,sorting,counting",algorithms
168,Excel Sheet Column Title,excel-sheet-column-title,Easy,41.57447343,False,"math,string",algorithms
2946,Matrix Similarity After Cyclic Shifts,matrix-similarity-after-cyclic-shifts,Easy,58.55007066,False,"array,math,matrix,simulation",algorithms
268,Missing Number,missing-number,Easy,68.03013144,False,"array,hash-table,math,binary-search,bit-manipulation,sorting",algorithms
3038,Maximum Number of Operations With the Same Score I,maximum-number-of-operations-with-the-same-score-i,Easy,52.25659732,False,"array,simulation",algorithms
2942,Find Words Containing Character,find-words-containing-character,Easy,88.68531801,False,"array,string",algorithms
3042,Count Prefix and Suffix Pairs I,count-prefix-and-suffix-pairs-i,Easy,65.54538584,False,"array,string,trie,rolling-hash,string-matching,hash-function",algorithms
278,First Bad Version,first-bad-version,Easy,44.84927544,False,"binary-search,interactive",algorithms
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy,58.7726587,False,"hash-table,linked-list,two-pointers",algorithms
283,Move Zeroes,move-zeroes,Easy,62.07054413,False,"array,two-pointers",algorithms
2937,Make Three Strings Equal,make-three-strings-equal,Easy,43.52780109,False,string,algorithms
3046,Split the Array,split-the-array,Easy,58.83554997,False,"array,hash-table,counting",algorithms
290,Word Pattern,word-pattern,Easy,42.39629029,False,"hash-table,string",algorithms
292,Nim Game,nim-game,Easy,57.23493634,False,"math,brainteaser,game-theory",algorithms
2932,Maximum Strong Pair XOR I,maximum-strong-pair-xor-i,Easy,76.43595497,False,"array,hash-table,bit-manipulation,trie,sliding-window",algorithms
2928,Distribute Candies Among Children I,distribute-candies-among-children-i,Easy,76.14681528,False,"math,combinatorics,enumeration",algorithms
66,Plus One,plus-one,Easy,46.09464027,False,"array,math",algorithms
203,Remove Linked List Elements,remove-linked-list-elements,Easy,49.84890157,False,"linked-list,recursion",algorithms
441,Arranging Coins,arranging-coins,Easy,46.8305653,False,"math,binary-search",algorithms
507,Perfect Number,perfect-number,Easy,42.01443364,False,math,algorithms
2723,Add Two Promises,add-two-promises,Easy,91.39302044,False,,
2748,Number of Beautiful Pairs,number-of-beautiful-pairs,Easy,50.57811995,False,"array,hash-table,math,counting,number-theory",algorithms
509,Fibonacci Number,fibonacci-number,Easy,71.74320404,False,"math,dynamic-programming,recursion,memoization",algorithms
2760,Longest Even Odd Subarray With Threshold,longest-even-odd-subarray-with-threshold,Easy,29.96202134,False,"array,sliding-window",algorithms
511,Game Play Analysis I,game-play-analysis-i,Easy,74.97168799,False,database,database
3248,Snake in Matrix,snake-in-matrix,Easy,82.08821491,False,"array,string,simulation",algorithms
3216,Lexicographically Smallest String After a Swap,lexicographically-smallest-string-after-a-swap,Easy,53.67565348,False,"string,greedy",algorithms
2765,Longest Alternating Subarray,longest-alternating-subarray,Easy,34.28747225,False,"array,enumeration",algorithms
2717,Semi-Ordered Permutation,semi-ordered-permutation,Easy,64.18536507,False,"array,simulation",algorithms
463,Island Perimeter,island-perimeter,Easy,73.06118434,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
3210,Find the Encrypted String,find-the-encrypted-string,Easy,69.21338274,False,string,algorithms
2716,Minimize String Length,minimize-string-length,Easy,76.73486024,False,"hash-table,string",algorithms
520,Detect Capital,detect-capital,Easy,56.39561728,False,string,algorithms
14,Longest Common Prefix,longest-common-prefix,Easy,43.73349094,False,"string,trie",algorithms
461,Hamming Distance,hamming-distance,Easy,75.59670735,False,bit-manipulation,algorithms
521,Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,Easy,60.92361619,False,string,algorithms
3206,Alternating Groups I,alternating-groups-i,Easy,66.99583752,False,"array,sliding-window",algorithms
459,Repeated Substring Pattern,repeated-substring-pattern,Easy,46.26872549,False,"string,string-matching",algorithms
13,Roman to Integer,roman-to-integer,Easy,62.5738422,False,"hash-table,math,string",algorithms
2710,Remove Trailing Zeros From a String,remove-trailing-zeros-from-a-string,Easy,78.87693458,False,string,algorithms
3258,Count Substrings That Satisfy K-Constraint I,count-substrings-that-satisfy-k-constraint-i,Easy,79.8615292,False,"string,sliding-window",algorithms
2769,Find the Maximum Achievable Number,find-the-maximum-achievable-number,Easy,90.85768218,False,math,algorithms
3200,Maximum Height of a Triangle,maximum-height-of-a-triangle,Easy,42.69838245,False,"array,enumeration",algorithms
2706,Buy Two Chocolates,buy-two-chocolates,Easy,69.10942344,False,"array,greedy,sorting",algorithms
20,Valid Parentheses,valid-parentheses,Easy,40.99852426,False,"string,stack",algorithms
2704,To Be Or Not To Be,to-be-or-not-to-be,Easy,62.42327042,False,,
3222,Find the Winning Player in Coin Game,find-the-winning-player-in-coin-game,Easy,51.45107568,False,"math,simulation,game-theory",algorithms
476,Number Complement,number-complement,Easy,70.30601464,False,bit-manipulation,algorithms
495,Teemo Attacking,teemo-attacking,Easy,56.70618165,False,"array,simulation",algorithms
3238,Find the Number of Winning Players,find-the-number-of-winning-players,Easy,61.20763638,False,"array,hash-table,counting",algorithms
2729,Check if The Number is Fascinating,check-if-the-number-is-fascinating,Easy,52.3680879,False,"hash-table,math",algorithms
26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,Easy,57.51722049,False,"array,two-pointers",algorithms
496,Next Greater Element I,next-greater-element-i,Easy,73.03012863,False,"array,hash-table,stack,monotonic-stack",algorithms
2727,Is Object Empty,is-object-empty,Easy,80.37146425,False,,
27,Remove Element,remove-element,Easy,58.10625439,False,"array,two-pointers",algorithms
2726,Calculator with Method Chaining,calculator-with-method-chaining,Easy,75.70842941,False,,
28,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,Easy,43.37107293,False,"two-pointers,string,string-matching",algorithms
492,Construct the Rectangle,construct-the-rectangle,Easy,58.67956558,False,math,algorithms
500,Keyboard Row,keyboard-row,Easy,71.20690009,False,"array,hash-table,string",algorithms
2733,Neither Minimum nor Maximum,neither-minimum-nor-maximum,Easy,76.66795431,False,"array,sorting",algorithms
501,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,Easy,56.59072561,False,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
3232,Find if Digit Game Can Be Won,find-if-digit-game-can-be-won,Easy,83.32239541,False,"array,math",algorithms
2725,Interval Cancellation,interval-cancellation,Easy,81.12097134,False,,
3242,Design Neighbor Sum Service,design-neighbor-sum-service,Easy,83.2297834,False,"array,hash-table,design,matrix,simulation",algorithms
485,Max Consecutive Ones,max-consecutive-ones,Easy,60.45195909,False,array,algorithms
482,License Key Formatting,license-key-formatting,Easy,44.05699073,False,string,algorithms
3226,Number of Bit Changes to Make Two Integers Equal,number-of-bit-changes-to-make-two-integers-equal,Easy,64.61332071,False,bit-manipulation,algorithms
35,Search Insert Position,search-insert-position,Easy,47.07382972,False,"array,binary-search",algorithms
2739,Total Distance Traveled,total-distance-traveled,Easy,39.40903201,False,"math,simulation",algorithms
2724,Sort By,sort-by,Easy,82.72149461,False,,
504,Base 7,base-7,Easy,50.67828318,False,math,algorithms
21,Merge Two Sorted Lists,merge-two-sorted-lists,Easy,65.20597533,False,"linked-list,recursion",algorithms
2744,Find Maximum Number of String Pairs,find-maximum-number-of-string-pairs,Easy,81.82354185,False,"array,hash-table,string,simulation",algorithms
506,Relative Ranks,relative-ranks,Easy,72.11309215,False,"array,sorting,heap-priority-queue",algorithms
455,Assign Cookies,assign-cookies,Easy,53.11934609,False,"array,two-pointers,greedy,sorting",algorithms
2715,Timeout Cancellation,timeout-cancellation,Easy,88.74719175,False,,
3194,Minimum Average of Smallest and Largest Elements,minimum-average-of-smallest-and-largest-elements,Easy,85.3227325,False,"array,two-pointers,sorting",algorithms
2695,Array Wrapper,array-wrapper,Easy,88.21006823,False,,
3190,Find Minimum Operations to Make All Elements Divisible by Three,find-minimum-operations-to-make-all-elements-divisible-by-three,Easy,89.89115272,False,"array,math",algorithms
3270,Find the Key of the Numbers,find-the-key-of-the-numbers,Easy,76.43253235,False,math,algorithms
2784,Check if Array is Good,check-if-array-is-good,Easy,49.34773746,False,"array,hash-table,sorting",algorithms
2696,Minimum String Length After Removing Substrings,minimum-string-length-after-removing-substrings,Easy,70.04693391,False,"string,stack,simulation",algorithms
3274,Check if Two Chessboard Squares Have the Same Color,check-if-two-chessboard-squares-have-the-same-color,Easy,69.75093091,False,"math,string",algorithms
9,Palindrome Number,palindrome-number,Easy,57.44043877,False,math,algorithms
3184,Count Pairs That Form a Complete Day I,count-pairs-that-form-a-complete-day-i,Easy,79.21023704,False,"array,hash-table,counting",algorithms
3280,Convert Date to Binary,convert-date-to-binary,Easy,87.74527772,False,"math,string",algorithms
2778,Sum of Squares of Special Elements ,sum-of-squares-of-special-elements,Easy,81.77722628,False,"array,enumeration",algorithms
58,Length of Last Word,length-of-last-word,Easy,53.55802375,False,string,algorithms
551,Student Attendance Record I,student-attendance-record-i,Easy,49.29190491,False,string,algorithms
541,Reverse String II,reverse-string-ii,Easy,51.08957097,False,"two-pointers,string",algorithms
2788,Split Strings by Separator,split-strings-by-separator,Easy,74.64829095,False,"array,string",algorithms
2682,Find the Losers of the Circular Game,find-the-losers-of-the-circular-game,Easy,49.30973018,False,"array,hash-table,simulation",algorithms
2678,Number of Senior Citizens,number-of-senior-citizens,Easy,81.7075032,False,"array,string",algorithms
3178,Find the Child Who Has the Ball After K Seconds,find-the-child-who-has-the-ball-after-k-seconds,Easy,62.01631514,False,"math,simulation",algorithms
2697,Lexicographically Smallest Palindrome,lexicographically-smallest-palindrome,Easy,82.18647733,False,"two-pointers,string,greedy",algorithms
2703,Return Length of Arguments Passed,return-length-of-arguments-passed,Easy,94.38389855,False,,
557,Reverse Words in a String III,reverse-words-in-a-string-iii,Easy,83.27734299,False,"two-pointers,string",algorithms
543,Diameter of Binary Tree,diameter-of-binary-tree,Easy,61.41507483,False,"tree,depth-first-search,binary-tree",algorithms
530,Minimum Absolute Difference in BST,minimum-absolute-difference-in-bst,Easy,58.51417939,False,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
448,Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,Easy,61.34912625,False,"array,hash-table",algorithms
3264,Final Array State After K Multiplication Operations I,final-array-state-after-k-multiplication-operations-i,Easy,81.52872004,False,"array,math,heap-priority-queue,simulation",algorithms
1947,Maximum Compatibility Score Sum,maximum-compatibility-score-sum,Medium,62.56840395,False,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,count-pairs-of-connectable-servers-in-a-weighted-tree-network,Medium,58.0827683,False,"array,tree,depth-first-search",algorithms
1670,Design Front Middle Back Queue,design-front-middle-back-queue,Medium,56.71638955,False,"array,linked-list,design,queue,data-stream",algorithms
1962,Remove Stones to Minimize the Total,remove-stones-to-minimize-the-total,Medium,62.78368003,False,"array,greedy,heap-priority-queue",algorithms
3047,Find the Largest Area of Square Inside Two Rectangles,find-the-largest-area-of-square-inside-two-rectangles,Medium,45.54759938,False,"array,math,geometry",algorithms
3048,Earliest Second to Mark Indices I,earliest-second-to-mark-indices-i,Medium,36.21029198,False,"array,binary-search",algorithms
1953,Maximum Number of Weeks for Which You Can Work,maximum-number-of-weeks-for-which-you-can-work,Medium,40.95380525,False,"array,greedy",algorithms
2044,Count Number of Maximum Bitwise-OR Subsets,count-number-of-maximum-bitwise-or-subsets,Medium,78.01045778,False,"array,backtracking,bit-manipulation,enumeration",algorithms
3066,Minimum Operations to Exceed Threshold Value II,minimum-operations-to-exceed-threshold-value-ii,Medium,27.96381418,False,"array,heap-priority-queue,simulation",algorithms
2043,Simple Bank System,simple-bank-system,Medium,63.89237052,False,"array,hash-table,design,simulation",algorithms
1959,Minimum Total Space Wasted With K Resizing Operations,minimum-total-space-wasted-with-k-resizing-operations,Medium,43.15367086,False,"array,dynamic-programming",algorithms
1954,Minimum Garden Perimeter to Collect Enough Apples,minimum-garden-perimeter-to-collect-enough-apples,Medium,54.6654767,False,"math,binary-search",algorithms
1638,Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character,Medium,71.32741373,False,"hash-table,string,dynamic-programming,enumeration",algorithms
2039,The Time When the Network Becomes Idle,the-time-when-the-network-becomes-idle,Medium,52.68984205,False,"array,breadth-first-search,graph",algorithms
1669,Merge In Between Linked Lists,merge-in-between-linked-lists,Medium,81.78797439,False,linked-list,algorithms
1958,Check if Move is Legal,check-if-move-is-legal,Medium,48.9446136,False,"array,matrix,enumeration",algorithms
3271,Hash Divided String,hash-divided-string,Medium,84.35541805,False,"string,simulation",algorithms
1943,Describe the Painting,describe-the-painting,Medium,50.33549541,False,"array,hash-table,sorting,prefix-sum",algorithms
1946,Largest Number After Mutating Substring,largest-number-after-mutating-substring,Medium,36.23143934,False,"array,string,greedy",algorithms
2055,Plates Between Candles,plates-between-candles,Medium,45.29379113,False,"array,string,binary-search,prefix-sum",algorithms
1674,Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,Medium,40.48097048,False,"array,hash-table,prefix-sum",algorithms
1922,Count Good Numbers,count-good-numbers,Medium,46.56332735,False,"math,recursion",algorithms
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,Medium,36.74806897,False,"binary-search,dynamic-programming,bit-manipulation",algorithms
3076,Shortest Uncommon Substring in an Array,shortest-uncommon-substring-in-an-array,Medium,46.11329875,False,"array,hash-table,string,trie",algorithms
1926,Nearest Exit from Entrance in Maze,nearest-exit-from-entrance-in-maze,Medium,46.92281451,False,"array,breadth-first-search,matrix",algorithms
1927,Sum Game,sum-game,Medium,47.86344546,False,"math,string,greedy,game-theory",algorithms
2054,Two Best Non-Overlapping Events,two-best-non-overlapping-events,Medium,46.84405508,False,"array,binary-search,dynamic-programming,sorting,heap-priority-queue",algorithms
1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,Medium,50.81975984,False,"array,stack,greedy,monotonic-stack",algorithms
